,lien,Marque,Modèle,Carburant,Kilométrage,Puissance fiscale,Année,Prix
1086,https://www.tayara.tn//listings/voitures-9/1d883861-4a07-4e6d-ae45-2931b45da3fb/a-vendre,Citroen,C15,Essence,500000.0,5.0,1993.0,11000.0
1087,https://www.tayara.tn//listings/voitures-9/fb83ab7c-0e8d-458a-a0a8-851a188361b3/ppppppp,Peugeot,Boxer,Diesel,183000.0,7.0,2007.0,22500.0
1088,https://www.tayara.tn//listings/voitures-9/5f4b8860-78c0-4d25-ae10-89d95c845d2e/une-belle-clio-symbol,Renault,Symbol,Essence,75000.0,5.0,2014.0,22000.0
1089,https://www.tayara.tn//listings/voitures-9/962a7456-c149-4ce7-b6c1-1f626ab6576b/mg-gt,GMC,Hover,Essence,75000.0,6.0,2018.0,15000.0
1090,https://www.tayara.tn//listings/voitures-9/2c8747f2-3b17-49a0-933e-e12b522f1073/nissa-sunny,Nissan,Sunny,Essence,95000.0,6.0,2014.0,30000.0
1091,https://www.tayara.tn//listings/voitures-9/ef180f40-2ec1-487d-a650-8909deef7e05/fiat-fiorino,Fiat,Fiorino,Diesel,85000.0,5.0,2017.0,12500.0
1092,https://www.tayara.tn//listings/voitures-9/751667f0-3d70-4f5e-8683-8082230ea7ed/golf-6-boîte-auto,Volkswagen,Golf 6,Diesel,149000.0,5.0,2011.0,38200.0
1093,https://www.tayara.tn//listings/voitures-9/7dac41bb-68ea-4599-b16f-da5e85e90b23/pieces-peugeot-607,Peugeot,607,Essence,200000.0,9.0,2001.0,2000.0
1094,https://www.tayara.tn//listings/voitures-9/caf6db64-8833-4ad1-8d2d-2e3a94788930/x-3-x-drive-2-0l-kit-m,BMW,X3,Diesel,249000.0,10.0,2012.0,66800.0
1095,https://www.tayara.tn//listings/voitures-9/14c97e14-8d1d-44a1-8daf-94536525d08d/mazda-importée,Mazda,B 2500,Diesel,250000.0,10.0,2009.0,29000.0
1096,https://www.tayara.tn//listings/voitures-9/577f87f2-b104-408c-b9c7-1a839bc17507/bm-e30,BMW,M3,Essence,18000.0,8.0,1985.0,10500.0
1097,https://www.tayara.tn//listings/voitures-9/abb65300-5649-4e9c-a15d-ffacc108b9f3/mazda-3-sedan-,Mazda,3,Essence,22000.0,6.0,2016.0,65000.0
1098,https://www.tayara.tn//listings/voitures-9/5aef2a25-7666-436a-a1bb-2f40b575583b/haval-h2-voiture-de-direction,Autres,Autres,Essence,67000.0,9.0,2017.0,69900.0
1099,https://www.tayara.tn//listings/voitures-9/dd22a949-13fe-4f25-aab8-d7349a8fc0ce/mg-3-morris-garage-neuve,Autres,Autres,Essence,25000.0,5.0,2018.0,37000.0
1100,https://www.tayara.tn//listings/voitures-9/5d3b5dea-ad9b-44cd-8379-d2483ea4fc53/megane-phase-2,Renault,Megane,Essence,248000.0,5.0,2007.0,19000.0
1101,https://www.tayara.tn//listings/voitures-9/62bcb60f-da19-4546-a483-dbfab713e70b/seat-arosa,Seat,Arosa,Essence,274000.0,4.0,2006.0,13500.0
1102,https://www.tayara.tn//listings/voitures-9/dd8c9e72-2bd2-416b-a1ae-fde76b4fd5db/deowoo-cielo-essence-ou-gaz-vendre-ou-échange-prix-négociable,Daewoo,Espero,Essence,360000.0,6.0,1996.0,8000.0
1103,https://www.tayara.tn//listings/voitures-9/502e0b57-bf16-4399-a55c-2bb0b09fbea2/clio,Renault,12,Diesel,120000.0,4.0,2016.0,19000.0
1104,https://www.tayara.tn//listings/voitures-9/b579c22f-1ae4-49a9-adfd-8c22157d01af/vendre-un-voiture,Opel,Astra,Diesel,200000.0,6.0,2000.0,6800.0
1105,https://www.tayara.tn//listings/voitures-9/26efa9c4-2ba1-42b5-a216-ea63b10af090/a-vendre-citroën-c1,Citroen,C1,Essence,28000.0,4.0,2017.0,31000.0
1106,https://www.tayara.tn//listings/voitures-9/b4ccd307-1d11-4917-9e27-82a51a123db2/a-vendre-peugeot-206+,Peugeot,206+,Essence,162000.0,4.0,2010.0,20500.0
1107,https://www.tayara.tn//listings/voitures-9/af035f49-8d28-45d2-9e3a-4391d18df3a4/206-basique,Peugeot,206,Essence,300000.0,5.0,1999.0,11500.0
1108,https://www.tayara.tn//listings/voitures-9/07988fc3-a18e-46e0-a63f-507251fc79b4/symbol-confort,Renault,Symbol,Essence,160000.0,5.0,2017.0,35000.0
1109,https://www.tayara.tn//listings/voitures-9/a6d9a39e-9845-4387-abc2-2d2a93c82633/fiat-punto,Fiat,Punto,Essence,167000.0,5.0,2013.0,25000.0
1110,https://www.tayara.tn//listings/voitures-9/1a963c53-d847-44e9-8f8d-e6a723951112/peugeot-407-tout-option-,Peugeot,407,Diesel,300000.0,6.0,2007.0,26500.0
1111,https://www.tayara.tn//listings/voitures-9/54e5b0f1-e793-4b8a-83dd-8c93d4b17897/voiture-commerciale-très-propre-dokker-vanlux-2015-tt-option,Dacia,Duster,Diesel,105000.0,6.0,2015.0,26000.0
1112,https://www.tayara.tn//listings/voitures-9/1b76b709-8b56-4a1c-89e5-9b5ae9920cdb/audi-a4-a-vendre-présidentiel-,Audi,A4,Diesel,236000.0,8.0,2008.0,43000.0
1113,https://www.tayara.tn//listings/voitures-9/33159b16-0340-4ed6-b3bc-f85e0ee64c1d/passat-b8-diesel,Volkswagen,Passat,Diesel,190000.0,6.0,2013.0,45800.0
1114,https://www.tayara.tn//listings/voitures-9/e92daa6e-47c9-4315-a40c-7edb77748640/fiat-siena,Fiat,Siena,Essence,255000.0,5.0,2007.0,14500.0
1115,https://www.tayara.tn//listings/voitures-9/dedadf39-f4ff-4da7-8c5f-bddda6393c41/citroen-ax-en-bonne-état,Citroen,AX,Essence,320000.0,4.0,1990.0,7000.0
1116,https://www.tayara.tn//listings/voitures-9/2bbfdc97-a2f1-4a16-85a5-24c495289289/peugeot-3008-tele:26390325,Peugeot,3008,Essence,185000.0,7.0,2010.0,30000.0
1117,https://www.tayara.tn//listings/voitures-9/15caa4b5-b62c-4f59-a6a8-61c71d4f313d/punto-1,Fiat,Punto,Essence,250000.0,4.0,1997.0,11000.0
1118,https://www.tayara.tn//listings/voitures-9/d70babd8-68ff-4f4c-a63f-d4938923926a/nissan-vanette-climatise,Nissan,Vanette,Diesel,186000.0,9.0,2000.0,13000.0
1119,https://www.tayara.tn//listings/voitures-9/3e78e671-00e0-411c-8208-a220b804b195/a-vendre-voiture-ford-ranger-,Ford,Ranger,Diesel,292000.0,12.0,2006.0,27000.0
1121,https://www.tayara.tn//listings/voitures-9/d5ea1b8a-fde8-49e9-9de4-2c0b7ccb8ad8/a-vendre-audi-80-diesel,Audi,80,Diesel,380000.0,6.0,1985.0,6800.0
1122,https://www.tayara.tn//listings/voitures-9/6da67f5c-3837-456e-bbe7-9fbe5ffa941f/voiture-fiat-linea,Fiat,Linea,Essence,304000.0,6.0,2010.0,17200.0
1123,https://www.tayara.tn//listings/voitures-9/1e4ee60d-c12c-47c6-8dfa-acf64a0b7f88/citroën-berlingo-,Citroen,Berlingo,Diesel,227500.0,7.0,2007.0,16000.0
1124,https://www.tayara.tn//listings/voitures-9/cac03e0a-4bdd-4d6e-ae7b-2be2c59c1b28/peugeot-208-,Peugeot,208,Essence,90000.0,4.0,2013.0,26000.0
1125,https://www.tayara.tn//listings/voitures-9/665110af-7162-4e60-87ea-c33b7a416a8d/golf-7-tdi-,Volkswagen,Golf 7,Diesel,115000.0,5.0,2013.0,54000.0
1126,https://www.tayara.tn//listings/voitures-9/2faacef0-14df-4598-aea5-03d5dfe9bbf0/ford-fiesta-,Ford,Fiesta,Essence,188000.0,5.0,2010.0,24000.0
1127,https://www.tayara.tn//listings/voitures-9/75f93f0a-c536-4afd-957e-21a3a741a121/modèle-:-golf-7-(vente-ou-échange),Volkswagen,Golf 7,Essence,92000.0,5.0,2013.0,50000.0
1128,https://www.tayara.tn//listings/voitures-9/35a4c3e8-fecb-4775-9f89-d8da49a6604b/pour-sociètè-loi-72-لشركة-اجنبية-prix-nègociable,Mercedes-Benz,Classe E,Diesel,220000.0,13.0,2006.0,16000.0
1129,https://www.tayara.tn//listings/voitures-9/3f0a6901-f303-4024-940f-25923cba5c58/a-vendre-mercedes-benz-(26603771),Mercedes-Benz,220,Diesel,180000.0,8.0,2009.0,50000.0
1130,https://www.tayara.tn//listings/voitures-9/11c9492d-1ec0-4f0c-bfde-59b9f3614f48/mercedes-classe-c-180-a-megrine,Mercedes-Benz,Classe C,Essence,43000.0,7.0,2016.0,109000.0
1131,https://www.tayara.tn//listings/voitures-9/6b14d577-0b65-48ff-9d64-7a9a9f2f7e80/voiture,Toyota,Tercel,Essence,100000.0,8.0,1986.0,3500.0
1133,https://www.tayara.tn//listings/voitures-9/c5e3a878-5b23-4164-be39-eb12d801d148/kia-picanto-très-propre-,Kia,Picanto,Essence,59000.0,4.0,2016.0,31000.0
1134,https://www.tayara.tn//listings/voitures-9/4249b066-0cec-4853-a826-322d25390c7f/kia-rio,Kia,Rio,Essence,160000.0,5.0,2012.0,27500.0
1135,https://www.tayara.tn//listings/voitures-9/5c465501-0b21-44d2-a1e7-8967327bbe60/peugeot-406-etat-parfait,Peugeot,406,Essence,264986.0,7.0,2000.0,15000.0
1136,https://www.tayara.tn//listings/voitures-9/b5fea7ce-16ca-4951-a52d-88e5c1d61f24/voiture-commerciale-1ère-main,Citroen,Grand C4 Picasso,Diesel,140000.0,7.0,2014.0,19000.0
1137,https://www.tayara.tn//listings/voitures-9/e754292a-785e-424e-a322-709e3e8ee57a/grand-punto-pop-très-propre-,Fiat,Grande Punto,Essence,79000.0,4.0,2017.0,25700.0
1138,https://www.tayara.tn//listings/voitures-9/7dc2eceb-b44d-4021-866a-532ab93996fd/clio-classique,Renault,Clio,Essence,168000.0,5.0,2008.0,18000.0
1139,https://www.tayara.tn//listings/voitures-9/60179385-33a2-442d-8f66-d14df98b617a/golf,Volkswagen,Golf 7,Essence,150000.0,5.0,2015.0,43500.0
1140,https://www.tayara.tn//listings/voitures-9/26a82173-0d2f-4eb4-9cbe-08d765630884/voiture-transpotor-à-vendre-modèle-2007-numéro-94142679,Volkswagen,Transporter,Diesel,300000.0,6.0,2007.0,22000.0
1141,https://www.tayara.tn//listings/voitures-9/cae26c73-6574-48b7-bb94-661b6694158b/audi-q7-3-0tdi-7-places,Audi,Q7,Diesel,189000.0,16.0,2008.0,61000.0
1143,https://www.tayara.tn//listings/voitures-9/8d71a0c5-051d-4f9b-925c-1796a0ec3170/voiture,Fiat,Grande Punto,Essence,45952.0,4.0,2013.0,30000.0
1144,https://www.tayara.tn//listings/voitures-9/ba199a03-5e81-42d6-a8f9-171b4d3ed920/-à-vendre,Peugeot,106,Essence,169000.0,4.0,1998.0,11200.0
1145,https://www.tayara.tn//listings/voitures-9/85a30ade-2899-40fb-a7fe-1ddcf2b89b4d/a-vendre-,Opel,Kadett,Essence,200000.0,5.0,1985.0,4700.0
1147,https://www.tayara.tn//listings/voitures-9/4d69e79a-899b-4bb4-9528-e53950937594/siat-léon-1-2-tsi-était-était-neuf-et-d'origine-tout-option,Seat,Leon,Essence,55000.0,6.0,2017.0,48000.0
1148,https://www.tayara.tn//listings/voitures-9/187003cc-23a8-4560-abbe-15eb231a9774/c3-phase-3-52012107,Citroen,C3,Essence,112000.0,5.0,2012.0,23000.0
1149,https://www.tayara.tn//listings/voitures-9/d6e6a917-73a4-4aa8-a21d-cce00d4c4419/polo-ii,Volkswagen,Polo,Essence,400000.0,1.0,1991.0,6000.0
1151,https://www.tayara.tn//listings/voitures-9/f318ea20-5b28-459a-851d-962816df78ac/a-vendre-seat-ibiza,Seat,Ibiza,Essence,90000.0,5.0,2015.0,30000.0
1153,https://www.tayara.tn//listings/voitures-9/f9819c37-e3bf-42d3-9116-ed165eb8255f/golf-4,Volkswagen,Golf 4,Diesel,222222.0,7.0,2000.0,20000.0
1154,https://www.tayara.tn//listings/voitures-9/d10a51d8-bcf1-467d-a8b2-c009428c4455/golf-3-tdi,Volkswagen,Golf 3,Diesel,400215.0,5.0,1995.0,13500.0
1155,https://www.tayara.tn//listings/voitures-9/b9547406-7d45-4c12-b84e-d2f7ce8dfc68/belle-voiture,Peugeot,206+,Essence,160000.0,4.0,2010.0,22000.0
1156,https://www.tayara.tn//listings/voitures-9/45215b49-beaa-40dd-a276-f6dd03d68e73/fiat-punto,Fiat,Punto,Essence,220000.0,5.0,2008.0,15700.0
1157,https://www.tayara.tn//listings/voitures-9/ccea3d0f-7fe1-4eaf-a4c7-0844624987ca/voiture-isuzu,Isuzu,D-MAX,Diesel,157000.0,8.0,2016.0,46000.0
1158,https://www.tayara.tn//listings/voitures-9/da0261f4-ba0b-470f-8314-fb4b328fe033/pour-handicapés,Opel,Zafira,Diesel,198000.0,7.0,2005.0,13800.0
1159,https://www.tayara.tn//listings/voitures-9/076c4e9d-e4a9-471d-a7e6-a6270d825c64/passat-b6-2001,Volkswagen,Passat,Essence,360000.0,7.0,2001.0,20000.0
1160,https://www.tayara.tn//listings/voitures-9/a7ef16a8-e2e5-462b-b1ff-8f7d0da2bd5a/a-vendre-golf-5-tdi-,Volkswagen,Golf 5,Diesel,128000.0,6.0,2006.0,30000.0
1161,https://www.tayara.tn//listings/voitures-9/f65c781a-fd2c-42da-8e21-063e705d5bf8/polo-5,Volkswagen,Polo,Essence,289000.0,5.0,2002.0,14500.0
1162,https://www.tayara.tn//listings/voitures-9/df7e6600-ff50-4b76-99f1-9af2b98787cb/citroen-ax,Citroen,AX,Essence,225000.0,4.0,1993.0,7800.0
1165,https://www.tayara.tn//listings/voitures-9/df818f5a-e4a9-4dca-a9c9-c0656873b4fb/fiat-doblo-,Fiat,Doblo,Diesel,215000.0,5.0,2012.0,16000.0
1166,https://www.tayara.tn//listings/voitures-9/6a26d11e-9298-41b6-b602-37056ff413af/caddy,Volkswagen,Caddy,Diesel,219000.0,5.0,2014.0,25000.0
1167,https://www.tayara.tn//listings/voitures-9/90d1e72f-1877-4641-8440-a962f08179db/mercedes-e-220-cdi-,Mercedes-Benz,Classe E,Diesel,170000.0,10.0,2009.0,62000.0
1168,https://www.tayara.tn//listings/voitures-9/297eb4e5-e2a3-46e4-9478-b03b55f9ca4f/citroën-c1,Citroen,C1,Essence,72000.0,4.0,2013.0,22000.0
1169,https://www.tayara.tn//listings/voitures-9/872360fd-b13d-4106-b77d-33204a1ae4ca/voiture,Hyundai,Grand i10,Essence,112000.0,5.0,2014.0,26000.0
1170,https://www.tayara.tn//listings/voitures-9/a9401709-657d-485d-a2ae-c731aeb989dc/bmx-x5,BMW,X5,Diesel,186000.0,12.0,2003.0,34000.0
1171,https://www.tayara.tn//listings/voitures-9/7a0e97e6-a48e-426c-a6bf-486f572eaed5/peugeot-404,Peugeot,404,Diesel,200000.0,8.0,1980.0,5300.0
1173,https://www.tayara.tn//listings/voitures-9/de558a31-abd2-4e4e-beef-23487be89d49/mercedes-200-avendre,Mercedes-Benz,210,Essence,300000.0,11.0,2001.0,24000.0
1174,https://www.tayara.tn//listings/voitures-9/1d8249dd-318f-43ff-a888-df30d53ccec3/jeep-regenade-2018-toute-option,Jeep,Cherokee,Essence,69000.0,6.0,2018.0,82000.0
1175,https://www.tayara.tn//listings/voitures-9/a8fd436c-b727-41b9-9222-d17878e11ad3/peugeot-partner-origin,Peugeot,Partner,Diesel,160000.0,7.0,2013.0,22000.0
1176,https://www.tayara.tn//listings/voitures-9/90788653-b05f-47eb-af50-0be26952a534/passat-b8-tres-propre-,Volkswagen,Passat,Diesel,170000.0,6.0,2014.0,55000.0
1177,https://www.tayara.tn//listings/voitures-9/c2079a37-af30-423f-92a7-aaf90b9d16c2/fiat-grandi,Fiat,Punto,Essence,215000.0,4.0,2013.0,19500.0
1178,https://www.tayara.tn//listings/voitures-9/bcd9a648-ebd6-4257-bf9b-5929bd1c61c4/golf-7-highline-toit-ouvrant-boîtes-6-feux-led-,Volkswagen,Golf 7,Essence,130000.0,5.0,2013.0,55000.0
1179,https://www.tayara.tn//listings/voitures-9/f3cf6862-1b20-44f4-b992-9fcb89fc3ef3/peugeot-partner,Peugeot,Partner,Diesel,220000.0,7.0,2004.0,14500.0
1180,https://www.tayara.tn//listings/voitures-9/46222a78-011c-4001-8f30-33ca9875bb8e/audi-a4-b5-1-6-telephone-50159591,Audi,A4,Essence,400000.0,7.0,1998.0,19800.0
1181,https://www.tayara.tn//listings/voitures-9/23f5a7fa-ea48-444e-825f-18158bf68e83/polo6,Volkswagen,Polo,Essence,280000.0,4.0,2008.0,16500.0
1182,https://www.tayara.tn//listings/voitures-9/d2b1ae2c-2c23-4667-9e0c-ed33bfd745f1/c4-coupé-deux-portes-gamme-sport-importé-de-la-france,Citroen,C4,Diesel,237000.0,7.0,2007.0,23000.0
1183,https://www.tayara.tn//listings/voitures-9/0127b7f2-bc3a-436c-965a-9850d193d009/citroën-berlingo-1-9d-a-vendre,Citroen,Berlingo,Diesel,268000.0,7.0,2009.0,18000.0
1184,https://www.tayara.tn//listings/voitures-9/bf35acc8-241e-403a-a921-5ea61e686d2b/stafette-iveco-tel-:-99457186,Iveco,Daily,Diesel,218000.0,8.0,2015.0,58000.0
1185,https://www.tayara.tn//listings/voitures-9/c0071d3c-61f6-4355-b46e-e83f6f4ba609/belle-volvo-740,Volvo,S40,Essence,174000.0,9.0,1999.0,7000.0
1186,https://www.tayara.tn//listings/voitures-9/07ae9c3e-8135-4402-9f42-516dbaa2eebc/a-vendre-gsm-55-300-713,Renault,Symbol,Essence,169000.0,5.0,2011.0,21600.0
1187,https://www.tayara.tn//listings/voitures-9/edcb51a0-9249-4a34-a9f8-ef1b1c7a6507/a-vendre,BMW,Serie 1,Essence,205000.0,7.0,2006.0,25000.0
1189,https://www.tayara.tn//listings/voitures-9/ecc2f96c-2ecc-46aa-b58f-1cf53012ae95/volkswagen-caddy-maxi-2-l-tdi,Volkswagen,Caddy,Diesel,220000.0,7.0,2014.0,28500.0
1190,https://www.tayara.tn//listings/voitures-9/30417796-649b-476d-877b-91cc67033ee7/a-vendre-voiture-neuf-great-wall-m4,Autres,Autres,Essence,5800.0,6.0,2018.0,46000.0
1191,https://www.tayara.tn//listings/voitures-9/8bfa3680-3a54-4b2a-ae42-379ea493e7df/a-vendre-106-10500dt,Peugeot,106,Essence,280000.0,4.0,1998.0,10500.0
1192,https://www.tayara.tn//listings/voitures-9/4a754348-a838-476c-a29a-9a96fd3c468e/207-hdi-97629256,Peugeot,207,Diesel,222000.0,4.0,2006.0,23300.0
1193,https://www.tayara.tn//listings/voitures-9/f38453c8-8a24-404e-9078-a395b532374f/polo-7,Volkswagen,Polo,Essence,186000.0,5.0,2013.0,33000.0
1194,https://www.tayara.tn//listings/voitures-9/e33fa426-3518-42e3-837f-2eca2b967cd0/fiat-grandi-punto-easy,Fiat,Grande Punto,Essence,90000.0,4.0,2017.0,30000.0
1195,https://www.tayara.tn//listings/voitures-9/10a93fe7-d880-4167-bfd3-75a16b283922/peugeot-bipper-commercial,Peugeot,Bipper,Diesel,178000.0,6.0,2013.0,24000.0
1196,https://www.tayara.tn//listings/voitures-9/dd5f027a-7c2d-4ffe-ada3-f84ad8c5a819/une-jolie-c5,Citroen,C5,Diesel,300000.0,6.0,2009.0,26500.0
1197,https://www.tayara.tn//listings/voitures-9/897b4420-ff36-4f5a-9839-15aa82c521f8/dame-vend-106-propre-,Peugeot,106,Essence,350000.0,4.0,1997.0,12500.0
1198,https://www.tayara.tn//listings/voitures-9/a0d6b508-2322-455c-8fb3-8e491542a71b/mercedes-e220,Mercedes-Benz,220,Diesel,196000.0,9.0,2003.0,29000.0
1199,https://www.tayara.tn//listings/voitures-9/a94936e3-81c4-4ee9-8940-620774066579/polo-7-toutes-options-etat-neuf-tel-99200476,Volkswagen,Polo,Essence,148000.0,4.0,2010.0,24500.0
1200,https://www.tayara.tn//listings/voitures-9/113afb10-5d0e-4af7-8f37-aa2bae5c4b02/renault-twingo-2,Renault,Twingo,Essence,154000.0,5.0,2010.0,22000.0
1201,https://www.tayara.tn//listings/voitures-9/d98a3e2f-1d5b-46b8-95d8-959cdec27edb/voiture,Citroen,Jumper,Diesel,50000.0,6.0,1999.0,6000.0
1202,https://www.tayara.tn//listings/voitures-9/d070f0ac-ec13-48a5-8dd4-c344c6db2a0b/fiat-siena-5-ch-essence,Fiat,Siena,Essence,250000.0,5.0,2005.0,12000.0
1203,https://www.tayara.tn//listings/voitures-9/687e8172-3798-4239-bb4b-e5e86ba6f1e4/renault-twingo-phase-2,Renault,Twingo,Essence,154000.0,5.0,2010.0,22000.0
1204,https://www.tayara.tn//listings/voitures-9/5aa190dd-284f-4930-ba22-20b74fd5e9fb/voiture-peugeot-504break-gasoil-eta-moyen-,Peugeot,504,Diesel,500000.0,8.0,1988.0,2200.0
1205,https://www.tayara.tn//listings/voitures-9/b6dab592-f039-44bd-b5cd-cd7bc5b33d20/fiat-punto-bonne-occasion,Fiat,Punto,Essence,200000.0,4.0,1998.0,11500.0
1206,https://www.tayara.tn//listings/voitures-9/62a9985e-34b7-4686-9905-86b28356748b/citroen-b9,Citroen,Berlingo,Diesel,371000.0,6.0,2009.0,17000.0
1207,https://www.tayara.tn//listings/voitures-9/64bf4014-d6eb-4062-b7e2-840dc0de1475/citroën-berlingo-état-neuf,Citroen,Berlingo,Diesel,173000.0,7.0,2008.0,15500.0
1208,https://www.tayara.tn//listings/voitures-9/a6f17fe3-e027-47ea-aa84-cddfc9409c0e/a-vendre-ou-échange-avec-voiture-plus-spacieuse-w-nzid,Peugeot,106,Essence,360000.0,4.0,2000.0,10300.0
1210,https://www.tayara.tn//listings/voitures-9/ed1f003d-6f6b-4bf9-ad0c-1ca773670a7a/polo-6,Volkswagen,Polo,Essence,165000.0,4.0,2005.0,18000.0
1211,https://www.tayara.tn//listings/voitures-9/dda2aff0-bb63-44a0-93b2-e9ce4e378eb2/fiat-punto,Fiat,Grande Punto,Essence,120000.0,4.0,2014.0,27500.0
1212,https://www.tayara.tn//listings/voitures-9/765fadf4-3276-4327-930a-5829521cc313/fiat-uno,Fiat,Uno,Essence,250000.0,4.0,1995.0,7600.0
1213,https://www.tayara.tn//listings/voitures-9/04ada86c-3c84-4e30-80d7-3fb86458c1c9/citroyen-ax-,Citroen,AX,Diesel,300000.0,4.0,1993.0,3700.0
1214,https://www.tayara.tn//listings/voitures-9/c904dafc-bed9-4d0d-869b-3bc53fffba6d/golf-7-tdi,Volkswagen,Golf 7,Diesel,152000.0,5.0,2013.0,45500.0
1215,https://www.tayara.tn//listings/voitures-9/3f9d2da2-e92b-4ff0-8804-8e9d9a0164e5/fiat-tipo-essence,Fiat,Tipo,Essence,300000.0,6.0,1992.0,6400.0
1216,https://www.tayara.tn//listings/voitures-9/00e9c319-7a67-461c-8ebc-bc7de92e6c4a/golf-7-essence-1-2-année-2013-tn-167,Volkswagen,Golf 7,Essence,160000.0,5.0,2013.0,43800.0
1217,https://www.tayara.tn//listings/voitures-9/9a2a7a98-9171-42c9-8162-d4fbb55eee51/megane-mazout,Renault,Megane,Diesel,225000.0,5.0,2001.0,12000.0
1218,https://www.tayara.tn//listings/voitures-9/450aeb07-c6fc-4b85-bfb9-baec5643ff3e/clio-5-,Renault,Clio,Essence,159000.0,5.0,2004.0,17000.0
1219,https://www.tayara.tn//listings/voitures-9/04a4b8d8-2dbd-4d80-bcc8-deb73b5b9094/kia-cerato,Kia,Cerato,Essence,110000.0,7.0,2015.0,43000.0
1220,https://www.tayara.tn//listings/voitures-9/a2e8d6b3-51b2-4396-8360-4f944cf63193/megane-3-essence,Renault,Megane,Essence,190000.0,7.0,2009.0,26500.0
1221,https://www.tayara.tn//listings/voitures-9/69d4d8aa-c171-4c95-9b17-bc7d61d8b118/voiture-marsades-benz-e-200,Mercedes-Benz,Classe C,Essence,285000.0,7.0,2001.0,24000.0
1222,https://www.tayara.tn//listings/voitures-9/e9138925-bc02-4327-a8f5-71fab5f76271/fiat-grandi,Fiat,Grande Punto,Essence,115000.0,4.0,2016.0,26000.0
1223,https://www.tayara.tn//listings/voitures-9/561b3b45-c074-46fa-9155-715a148c46f6/a-vendere-peugeot-bipper-commercial,Peugeot,Bipper,Diesel,191000.0,5.0,2011.0,21500.0
1224,https://www.tayara.tn//listings/voitures-9/6fc5f1e7-8c01-41c0-a57a-3278e997e7a6/golf-7-tsi,Volkswagen,Golf 7,Essence,173000.0,5.0,2015.0,43000.0
1225,https://www.tayara.tn//listings/voitures-9/0e80ec34-a65e-481a-a07a-1e43e3174026/bmw-520i,BMW,Serie 5,Essence,200000.0,11.0,1996.0,16000.0
1226,https://www.tayara.tn//listings/voitures-9/68e0d104-3328-45d9-b34e-c47c7ed3c5df/ford-fiesta-titanium-plus-,Ford,Fiesta,Essence,69000.0,5.0,2015.0,32500.0
1227,https://www.tayara.tn//listings/voitures-9/eb991623-bca9-4506-9d7a-42d143ee0005/vente-fiat-grandi-punto-pop,Fiat,Grande Punto,Essence,150000.0,4.0,2016.0,26000.0
1228,https://www.tayara.tn//listings/voitures-9/74616842-4b6f-4f14-ad4c-c74e250829f4/bmw-e60,BMW,Serie 5,Diesel,240000.0,9.0,2007.0,45000.0
1229,https://www.tayara.tn//listings/voitures-9/44c05529-d1fb-47bd-be5a-eccf630497d6/205-junior,Peugeot,205,Essence,150000.0,4.0,1989.0,9500.0
1230,https://www.tayara.tn//listings/voitures-9/51384bac-38aa-4fa3-ad4d-76e10ea4162b/grandi-ponto-très-bonne-état-,Fiat,Grande Punto,Essence,109000.0,4.0,2015.0,23500.0
1231,https://www.tayara.tn//listings/voitures-9/c8a12389-771d-4a1b-98f2-3bcb199e9f68/golf-5,Volkswagen,Golf 5,Diesel,300400.0,5.0,2004.0,21500.0
1232,https://www.tayara.tn//listings/voitures-9/afcf089f-2b21-491d-9c80-d436e8f6ddec/vw-crafter-pour-echange-,Volkswagen,Crafter,Diesel,380000.0,8.0,2009.0,25000.0
1233,https://www.tayara.tn//listings/voitures-9/8dfc2f93-3a9d-4250-b766-ab2caf5749eb/golf-4-essence-1-4-tt-option,Volkswagen,Golf 4,Essence,200000.0,5.0,2000.0,14000.0
1234,https://www.tayara.tn//listings/voitures-9/49a5da89-7c81-4a8e-a062-e09b1384de76/d-max-2-5,Isuzu,D-MAX,Diesel,220000.0,10.0,2004.0,40000.0
1235,https://www.tayara.tn//listings/voitures-9/274c716b-84e0-4364-a341-18a237e16567/bon-301,Peugeot,301,Essence,74000.0,5.0,2016.0,17000.0
1236,https://www.tayara.tn//listings/voitures-9/05c7f656-c0b1-437f-ba58-c1ea80b94ff2/🇰🇷🇰🇷-great-wall-🇰🇷🇰🇷,Autres,Autres,Essence,90000.0,6.0,2017.0,39000.0
1237,https://www.tayara.tn//listings/voitures-9/05a276c7-0cb7-4f0b-8e63-5d34a5f2c35d/passat-1er-main,Volkswagen,Passat,Diesel,250000.0,6.0,2010.0,30000.0
1238,https://www.tayara.tn//listings/voitures-9/377d9f3b-add9-4915-b9db-ae58c0b748fb/une-jolie-mercedes-à-vendre,Mercedes-Benz,250,Diesel,319000.0,8.0,1992.0,25000.0
1239,https://www.tayara.tn//listings/voitures-9/38b121d2-1deb-4093-8b6e-b6302aa94ed9/kia-rio-premier-main,Kia,Rio,Essence,73000.0,5.0,2016.0,36500.0
1240,https://www.tayara.tn//listings/voitures-9/b9fc9df7-dfd9-4b32-a9d0-7d6190e38996/kia-rio-a-vendre,Kia,Rio,Essence,54000.0,5.0,2017.0,40500.0
1241,https://www.tayara.tn//listings/voitures-9/8e981b8b-632f-4f43-bd18-0c75773cd880/voiture-citroen-b9,Citroen,BX,Diesel,173000.0,6.0,2011.0,22500.0
