,lien,Kilométrage,Année,Marque,Modèle,Carburant,Puissance fiscale,Couleur du véhicule,Etat du véhicule,Type de carrosserie,Boite,Cylindrée,Description,Prix
1070,https://www.tayara.tn//listings/voitures-9/2bfc4af0-16c4-4fa0-8621-57bfc58349bf/polo-6,0.0,2008.0,Volkswagen,Polo,Diesel,4.0,Jaune,Avec kilométrage,Berline,Manuelle,1.2, je met à vendre ma voiture polo 6 jamais accidenté avec assistée et airbags en très très bon état tel 📞 95 326 477📞,14300.0
1071,https://www.tayara.tn//listings/voitures-9/bd839335-a3e2-4958-95c9-b37521e6cb2a/ciao,0.0,2020.0,AC,Cobra,Essence,10.0,Rouge,Nouveau,Berline,Automatique,3.0, ndhif barcha  cartouche fi keyes,750000.0
1072,https://www.tayara.tn//listings/voitures-9/9ec64f67-3959-430a-a72d-4d9051da9855/megane-casquette,183000.0,2006.0,Renault,Megane,Essence,6.0,Noir,Avec kilométrage,Berline,Manuelle,1.4," magane 2 phase 2 1.4 16v fin 2006 6 cv essence krahba ndhifa 3alle5er w boumba fi thniya kol chy feha jdid: (batterie,bobines,bougies, 4 disques des freins, deux amortisseurs avant,pompe a essence ...) 3ndha brcha re9da w dima tbet fil garage  mayotlobni ken elli serieux num: 20464347",19000.0
1073,https://www.tayara.tn//listings/voitures-9/c28d217b-0a03-40c5-acf8-7b78a7fd5e23/nissan-navara-le-,300000.0,2011.0,Nissan,Navara,Diesel,10.0,Noir,Avec kilométrage,Pick up,Manuelle,2.5," Nissan Navara LE 2010 4*4 ( le model LE sans filtre a particule) 3 modes de conduite (traction arriéré / 4*4 L / 4*4 H ) Camera de Recul Ecran de bord pour camera de recul Intérieur cuire Couvre benne Climatisation Direction assisté 4 Vitre électriques Fermeture centralisée à distance Chargeur 6 CD 6 hauts parleur Entretien effectué Turbine Turbo remplacé chez Maison Turbo Sousse (decembre 2019 ) Joint de cache soupape + joints injecteur ( decembre 2019 ) Pochette joint d'origine Nissan vendu avec Noyau roue avant gauche ( mars 2019 ) Noyau roue avant droit ( juin 2019 ) Bendix démarreur ( Septembre 2019 ) Entretien à effectuer Disque embrayage à remplacer Motorisation 10 CV sur carte grise Atteint facilement les 190 KMH Disponible a Tunis, Contact  98 234 871",40500.0
1074,https://www.tayara.tn//listings/voitures-9/727948e3-fd1b-497e-9852-b631aa18e17d/caddy-tdi-2014-,190000.0,2014.0,Volkswagen,Caddy,Diesel,5.0,Blanc,Nouveau,Berline,Manuelle,1.6, Caddy tdi 2014 tout option première main tel 54236164,27000.0
1075,https://www.tayara.tn//listings/voitures-9/57f6addf-d42e-44a9-b86e-7e56a0c1e1e9/a-vendre-une-belle-voiture-98588109-,58000.0,2016.0,Citroen,C-Elysée,Essence,5.0,Noir,Nouveau,Berline,Manuelle,3.0, A vendre une belle voiture Citroën C-Elysée première main  - machia 58.000 klm  - Année 2016 - 5 CV Essence 29000 DT  Prix légèrement négociable  Contacter Mr Mhamed 98588109,29000.0
1076,https://www.tayara.tn//listings/voitures-9/2237106b-ab5c-4f62-b8d3-846087bef81d/volkswagen-jetta-,200000.0,2013.0,Volkswagen,Jetta,Essence,8.0,Noir,Avec kilométrage,Berline,Manuelle,2.0, A vendre Jetta.  Modèle :2013. Salon en cuir.  Jantes en aluminium.  Caméra de reculs.  Fermetures centralisée.  Très bien entretenue.  Pour tout renseignement  25416616.,38000.0
1077,https://www.tayara.tn//listings/voitures-9/d5ca9370-6960-4afa-a99f-ee375839eb8b/très-belle-fiat-punto-97700354,158000.0,1997.0,Fiat,Punto,Essence,4.0,Rouge,Nouveau,Berline,Manuelle,1.4, Karhbba ndhyyfa o mtaa ksyba  97700354,10200.0
1078,https://www.tayara.tn//listings/voitures-9/c94d3dd7-d810-488b-84b2-7fb19fae9e57/fiat-uno-0-masrouf-94883102,333000.0,1988.0,Fiat,Uno,Essence,4.0,Blanc,Avec kilométrage,Compacte,Manuelle,3.0, 94883102 كرهبة متع كسيبة  0  مصروف عجالي جدد طولة نظيفة ,5400.0
1079,https://www.tayara.tn//listings/voitures-9/acd04efd-b40e-4fe1-a7cf-8fb336c3cc0a/renault-captur-,70000.0,2016.0,Renault,Captur,Essence,6.0,Orange,Avec kilométrage,Berline,Manuelle,1.2," 🚘 À VENDRE Renault Captur 1.2 tce Etat impeccable .Entretien à jour !!Modèle décembre 2016  70 000km. 6 CV !! Boite Manuelle ! ⚠️ PRIX : 44 000 DT !! ☎️ 27 00 44 55 ☎️ 26 63 62 66 Options : -climatronic -feux leds  -détecteur de pluie  -jantes Alu -rétroviseurs électriques -accoudoir central avant -ordinateur de bord -volant en cuir multifonctions -radar de recul  -etc 📍 Visible à PàP Auto - 80, Rue des Métaux Charguia 1 ☎️ 27 00 44 55  ☎️ 26 63 62 66",44000.0
1080,https://www.tayara.tn//listings/voitures-9/bf4928ab-c5d7-4d45-a22b-13b7e21175d0/106-très-très-très-propre,320000.0,2000.0,Peugeot,106,Essence,4.0,Noir,Avec kilométrage,Berline,Manuelle,<1.0, A vendre  Peugeot 106 XN noire ; 4ch ; essence année 2000 1ère main 320 M. klm vitres électriques et fermeture à distance très bon état. ( Zéro dépense ) Prix : 12.800 dt  tel. pour les sérieux : 54042535,12800.0
1081,https://www.tayara.tn//listings/voitures-9/77acf601-aa89-40c4-9b4a-e19406712783/jeep-cherokee,77000.0,2016.0,Jeep,Cherokee,Essence,11.0,Gris,Avec kilométrage,4 x 4,Automatique,2.4,"  Jeep Cherokee 2,4 L  Entretien à jour Maison Jeep !!  Modèle 2016.   Etat impeccable  77 000km. 11 CV !! Boite Auto !! ⚠️ PRIX : 148 000 DT !! ☎️ 27 00 44 55 ☎️ 26 63 62 66 Options : -boite Auto  -climatronic -feux leds , Bi xénon  -intérieur cuir  -détecteur de pluie  -jantes Alu -rétroviseurs électriques -accoudoir central avant -ordinateur de bord -volant en cuir multifonctions -radar de recul  -sièges chauffants  -etc 📍 Visible à PàP Auto - 80, Rue des Métaux Charguia 1 ☎️ 27 00 44 55  ☎️ 26 63 62 66",148000.0
1082,https://www.tayara.tn//listings/voitures-9/6a375b83-6bd1-48b5-8a33-0c671f8325d3/porsche-cayenne-v6,263000.0,2004.0,Porsche,Cayenne,Essence,21.0,Noir,Avec kilométrage,4 x 4,Automatique,3.5," Porsche Cayenne 3,6L !! Etat impeccable .Entretien à jour !!Modèle 2004 263 000km. 21 CV !! Essence  ⚠️ PRIX : 75 000 DT !! ☎️ 27 00 44 55 ☎️ 26 63 62 66 Options : -boite Auto  -climatronic -feux Bi xénon  -intérieur cuir  -détecteur de pluie  -jantes Alu -rétroviseurs électriques -accoudoir central avant -ordinateur de bord -volant en cuir multifonctions -radar de recul  -sièges chauffants  -etc 📍 Visible à PàP Auto - 80, Rue des Métaux Charguia 1 ☎️ 27 00 44 55  ☎️ 26 63 62 66",75000.0
1083,https://www.tayara.tn//listings/voitures-9/24e2abe3-e412-4520-bbe5-bc61d3ded0b2/haval-h6-1ère-main-,15000.0,2019.0,Honda,Accent,Essence,9.0,Noir,Avec kilométrage,4 x 4,Automatique,1.5," 🚘 À VENDRE Haval H6 1ère Main !!! Etat impeccable .Entretien à jour !!Modèle  Mai 2019 14 000km. 9 CV !! Boite Auto !! ⚠️ PRIX : 95 000 DT !! ☎️ 27 00 44 55 ☎️ 26 63 62 66 Options : -boite Auto  -climatronic -feux leds , Bi xénon  -intérieur cuir  -détecteur de pluie  -jantes Alu -rétroviseurs électriques -accoudoir central avant -ordinateur de bord -volant en cuir multifonctions -radar de recul  -sièges chauffants  -etc 📍 Visible à PàP Auto - 80, Rue des Métaux Charguia 1 ☎️ 27 00 44 55  ☎️ 26 63 62 66",95000.0
1084,https://www.tayara.tn//listings/voitures-9/25f9bf1e-464c-4ef6-8fca-4bfe6f869b75/a-vendre-nissan-juke-boite-6-diesel-1-ère-main-en-tunisie-num-54612247-,250000.0,2012.0,Nissan,Juke,Diesel,6.0,Rouge,Avec kilométrage,4 x 4,Automatique,1.6, Etat très neuf ,42000.0
1085,https://www.tayara.tn//listings/voitures-9/cbcefff3-a459-480f-8e33-0652cf39e7be/une-belle-peugeot-106-a-vendre,1000.0,1997.0,Peugeot,106,Essence,4.0,Blanc,Avec kilométrage,Compacte,Manuelle,<1.0, en bonne état,10500.0
1086,https://www.tayara.tn//listings/voitures-9/1d883861-4a07-4e6d-ae45-2931b45da3fb/a-vendre,500000.0,1993.0,Citroen,C15,Essence,5.0,Bleu,Nouveau,Autres,Manuelle,1.2, c15 essense   moteur jenior  5 chévaux 5 place,11000.0
1087,https://www.tayara.tn//listings/voitures-9/fb83ab7c-0e8d-458a-a0a8-851a188361b3/ppppppp,183000.0,2007.0,Peugeot,Boxer,Diesel,7.0,Blanc,Nouveau,Monospace,Manuelle,1.9, ppppppp,22500.0
1088,https://www.tayara.tn//listings/voitures-9/5f4b8860-78c0-4d25-ae10-89d95c845d2e/une-belle-clio-symbol,75000.0,2014.0,Renault,Symbol,Essence,5.0,Gris,Avec kilométrage,Berline,Manuelle,1.4," Une belle voiture toutes options, merci de contacter Samir 98 262 214 ou 27 555 079",22000.0
1089,https://www.tayara.tn//listings/voitures-9/962a7456-c149-4ce7-b6c1-1f626ab6576b/mg-gt,75000.0,2018.0,GMC,Hover,Essence,6.0,Bleu,Avec kilométrage,Compacte,Manuelle,1.6, MG GT Leasing reste 51 mois  980 d pars mois 90189808 possibilité échange avec voiture commerciale ,15000.0
1090,https://www.tayara.tn//listings/voitures-9/2c8747f2-3b17-49a0-933e-e12b522f1073/nissa-sunny,95000.0,2014.0,Nissan,Sunny,Essence,6.0,Beige,Avec kilométrage,Utilitaire,Manuelle,1.2, Très bon état  Pour les intéressés contactez-moi sur le 56 577 979,30000.0
1091,https://www.tayara.tn//listings/voitures-9/ef180f40-2ec1-487d-a650-8909deef7e05/fiat-fiorino,85000.0,2017.0,Fiat,Fiorino,Diesel,5.0,Blanc,Avec kilométrage,Utilitaire,Automatique,1.4, fiat fiorino leasing reste 48 mois  540 par mois 25777318 possibilité échange ,12500.0
1092,https://www.tayara.tn//listings/voitures-9/751667f0-3d70-4f5e-8683-8082230ea7ed/golf-6-boîte-auto,149000.0,2011.0,Volkswagen,Golf 6,Diesel,5.0,Gris,Avec kilométrage,Berline,Automatique,1.6, tion Av Golf 6 blue motion TDI bande rouge boîte automatique DSG 7 vitesses toute option 4 vitres électrique Bluetooth détecteur de pluie et de lumière régulateur de vitesses voulons multi fonction ect... tel 97274203,38200.0
1093,https://www.tayara.tn//listings/voitures-9/7dac41bb-68ea-4599-b16f-da5e85e90b23/pieces-peugeot-607,200000.0,2001.0,Peugeot,607,Essence,9.0,Noir,Non dédouanné,Berline,Manuelle,2.0, A Bender Piece Peugeot 607 w Moteur deja yarkab 3al 407 b Soum behii barcha ,2000.0
1094,https://www.tayara.tn//listings/voitures-9/caf6db64-8833-4ad1-8d2d-2e3a94788930/x-3-x-drive-2-0l-kit-m,249000.0,2012.0,BMW,X3,Diesel,10.0,Beige,Avec kilométrage,4 x 4,Automatique,2.0," X 3 X Drive 2,0",66800.0
1095,https://www.tayara.tn//listings/voitures-9/14c97e14-8d1d-44a1-8daf-94536525d08d/mazda-importée,250000.0,2009.0,Mazda,B 2500,Diesel,10.0,Gris,Nouveau,4 x 4,Manuelle,2.5, 2009,29000.0
1096,https://www.tayara.tn//listings/voitures-9/577f87f2-b104-408c-b9c7-1a839bc17507/bm-e30,18000000.0,1985.0,BMW,M3,Essence,8.0,Bleu,Nouveau,Compacte,Manuelle,2.5, Moutour : M50 b 25 vanos Viter électrique Angel eyse Tolla jdida il ya 2 jours Assite,10500.0
1097,https://www.tayara.tn//listings/voitures-9/abb65300-5649-4e9c-a15d-ffacc108b9f3/mazda-3-sedan-,22000.0,2016.0,Mazda,3,Essence,6.0,Blanc,Nouveau,Berline,Manuelle,1.6, Kilométrage : 22000 Voiture neuve toute option Écran tactile Volant multifonctions  Rétroviseurs électriques  Jamais accidenté avec très faible  kilométrage  Boîte 5 vitesses 6 cheveux  Disponible à sfax  Contact 44966000,65000.0
1098,https://www.tayara.tn//listings/voitures-9/5aef2a25-7666-436a-a1bb-2f40b575583b/haval-h2-voiture-de-direction,67000.0,2017.0,Autres,Autres,Essence,9.0,Noir,Avec kilométrage,4 x 4,Automatique,1.5, Toutes options,69900.0
1099,https://www.tayara.tn//listings/voitures-9/dd22a949-13fe-4f25-aab8-d7349a8fc0ce/mg-3-morris-garage-neuve,25000.0,2018.0,Autres,Autres,Essence,5.0,Rouge,Avec kilométrage,Compacte,Manuelle,1.5," MG3 TOUTES OPTIONS PUISSANCE FISCALE : 5CV NOMBRE DE RAPPORTS : 5 NOMBRE DE CYLINDRES : 4 ÉNERGIE : 1,5L Essence KILOMÉTRAGE : 25000 (FAIBLE KILOMETRAGE) MISE EN CIRCULATION : 15/12/2017 OPTIONS : 4 VITRES ÉLECTRIQUES CLIMATISATION:CLIMATRONIC FEUX DU JOUR : LED VOLANT MULTIFONCTION TOIT PANORAMIQUE RADIO AUX USB 4 HAUT PARLEUR FERMETURES CENTRALE ET A DISTANCE JANTES ALUMINIUM COULEUR : ROUGE NOMBRE DE PORTES : 5 NOMBRE DE PLACE : 5 AIRBAGS VIDANGES CHEZ CONCESSIONAIRE ROUE DE SECOUR JAMAIS UTILISEE VOITURE PRESQUE NEUVE VOITURE NON FUMEUR VOITURE D'UNE FEMME (PREMIER MAIN) NUM :98384662",37000.0
1100,https://www.tayara.tn//listings/voitures-9/5d3b5dea-ad9b-44cd-8379-d2483ea4fc53/megane-phase-2,248000.0,2007.0,Renault,Megane,Essence,5.0,Noir,Avec kilométrage,Compacte,Manuelle,1.4, Vente Megane phase 2 toutes options,19000.0
1101,https://www.tayara.tn//listings/voitures-9/62bcb60f-da19-4546-a483-dbfab713e70b/seat-arosa,274000.0,2006.0,Seat,Arosa,Essence,4.0,Gris,Nouveau,Autres,Manuelle,1.4, seat arosa 2 porte,13500.0
1102,https://www.tayara.tn//listings/voitures-9/dd8c9e72-2bd2-416b-a1ae-fde76b4fd5db/deowoo-cielo-essence-ou-gaz-vendre-ou-échange-prix-négociable,360000.0,1996.0,Daewoo,Espero,Essence,6.0,Gris,Avec kilométrage,Berline,Manuelle,1.5, -voiture robuste   -moteur maykelech zitt  -dabouza gaz tmachi 160km  -Avec pompe essence réserve et bobine   et module dalkou et capteur accélération Daewoo et Opel et Relay  -- ayrakha mrigla  ken gaz mhouch declarer  - oksebb 3likk aman Allah,8000.0
1103,https://www.tayara.tn//listings/voitures-9/502e0b57-bf16-4399-a55c-2bb0b09fbea2/clio,120000.0,2016.0,Renault,12,Diesel,4.0,Gris,Avec kilométrage,Autres,Manuelle,1.5, ✓Gps ✓vente Rs ✓Rradar  l'acheteur doit payer le douane ou bien mettre RS,19000.0
1104,https://www.tayara.tn//listings/voitures-9/b579c22f-1ae4-49a9-adfd-8c22157d01af/vendre-un-voiture,200000.0,2000.0,Opel,Astra,Diesel,6.0,Jaune,Avec kilométrage,Autres,Manuelle,>4.0, Opel Astra ,6800.0
1105,https://www.tayara.tn//listings/voitures-9/26efa9c4-2ba1-42b5-a216-ea63b10af090/a-vendre-citroën-c1,28000.0,2017.0,Citroen,C1,Essence,4.0,Autre,Nouveau,Compacte,Manuelle,<1.0, Xenon 02 vitres électrique  Vitres teinté Fermiture central Détecteur de recul Jantes Alu Simili-cuir,31000.0
1106,https://www.tayara.tn//listings/voitures-9/b4ccd307-1d11-4917-9e27-82a51a123db2/a-vendre-peugeot-206+,162000.0,2010.0,Peugeot,206+,Essence,4.0,Gris,Nouveau,Utilitaire,Manuelle,1.4, Toutes options,20500.0
1107,https://www.tayara.tn//listings/voitures-9/af035f49-8d28-45d2-9e3a-4391d18df3a4/206-basique,300000.0,1999.0,Peugeot,206,Essence,5.0,Bleu,Avec kilométrage,Compacte,Manuelle,>4.0, fermeture centrale 7aja behya mte3 ksiba  Si vous êtes intéressés veuillez contacter le n° 54194572,11500.0
1108,https://www.tayara.tn//listings/voitures-9/07988fc3-a18e-46e0-a63f-507251fc79b4/symbol-confort,160000.0,2017.0,Renault,Symbol,Essence,5.0,Gris,Avec kilométrage,Compacte,Manuelle,1.2, nouveau,35000.0
1109,https://www.tayara.tn//listings/voitures-9/a6d9a39e-9845-4387-abc2-2d2a93c82633/fiat-punto,167000.0,2013.0,Fiat,Punto,Essence,5.0,Gris,Nouveau,Autres,Manuelle,1.2, fiat punto,25000.0
1110,https://www.tayara.tn//listings/voitures-9/1a963c53-d847-44e9-8f8d-e6a723951112/peugeot-407-tout-option-,300000.0,2007.0,Peugeot,407,Diesel,6.0,Bleu,Avec kilométrage,Compacte,Manuelle,1.6, Peugeot 407 tout w,26500.0
1111,https://www.tayara.tn//listings/voitures-9/54e5b0f1-e793-4b8a-83dd-8c93d4b17897/voiture-commerciale-très-propre-dokker-vanlux-2015-tt-option,105000.0,2015.0,Dacia,Duster,Diesel,6.0,Gris,Avec kilométrage,Berline,Manuelle,1.6, Voiture dokker vanlux  âgé de 4ans 3mois très propre zero masrouf vitre électrique direction assistée climatisé porte matériel jamais,26000.0
1112,https://www.tayara.tn//listings/voitures-9/1b76b709-8b56-4a1c-89e5-9b5ae9920cdb/audi-a4-a-vendre-présidentiel-,236000.0,2008.0,Audi,A4,Diesel,8.0,Bleu,Avec kilométrage,Berline,Manuelle,2.0," AUDI A4 2.0 TDI bleu présidentielle TU 208 diesel boit 6 pack lux intérieur bois noble tout options feux leed bi exnon GPS chargeur 6cd +lecteur DVD, radar de recul siège vrai cuir éclectique siège +massage dos 12 airbag 4 pneus neuf 3 clés d’origine",43000.0
1113,https://www.tayara.tn//listings/voitures-9/33159b16-0340-4ed6-b3bc-f85e0ee64c1d/passat-b8-diesel,190000.0,2013.0,Volkswagen,Passat,Diesel,6.0,Blanc,Avec kilométrage,Utilitaire,Manuelle,2.0, 🔥 PASSAT B8 état d'origine  1ere main  ☎ Contacter 58 19 39 43  🌠 année 2013   ⛽ 6cv diesel boîte manuelle 6 vitesse  🎰 190000 kilomètres moteur 2 litres.  🔧Mécanique bien entretenue   🌈Tôle jamais accidentés  🚗4 jantes aluminium d'origine       Radar de stationnement avant et arrière 🚗Antibrouillards  💡feux bidirectionnelle  🚗4 vitres électriques  🚗rétroviseurs électriques  🚗Tous les vitres d'origines  👍Intérieur très bonne état  🚗Chaises réglable  ❄Climatiseur climatronic bizone  🚗Accoudoir avant et arrière,45800.0
1114,https://www.tayara.tn//listings/voitures-9/e92daa6e-47c9-4315-a40c-7edb77748640/fiat-siena,255000.0,2007.0,Fiat,Siena,Essence,5.0,Gris,Avec kilométrage,Berline,Manuelle,1.4, 98728252,14500.0
1115,https://www.tayara.tn//listings/voitures-9/dedadf39-f4ff-4da7-8c5f-bddda6393c41/citroen-ax-en-bonne-état,320000.0,1990.0,Citroen,AX,Essence,4.0,Blanc,Avec kilométrage,Autres,Manuelle,1.1," citroen ax, série 55, état d'origine disponible sur rdv prix légèrement négociable",7000.0
1116,https://www.tayara.tn//listings/voitures-9/2bbfdc97-a2f1-4a16-85a5-24c495289289/peugeot-3008-tele:26390325,185000.0,2010.0,Peugeot,3008,Essence,7.0,Autre,Avec kilométrage,Autres,Manuelle,1.6, 26390325,30000.0
1117,https://www.tayara.tn//listings/voitures-9/15caa4b5-b62c-4f59-a6a8-61c71d4f313d/punto-1,250000.0,1997.0,Fiat,Punto,Essence,4.0,Noir,Avec kilométrage,Berline,Manuelle,1.2, Punto 1 bien entretenu côté mécanique impeccable fiha retouche tolle avec installation gaz,11000.0
1118,https://www.tayara.tn//listings/voitures-9/d70babd8-68ff-4f4c-a63f-d4938923926a/nissan-vanette-climatise,186000.0,2000.0,Nissan,Vanette,Diesel,9.0,Blanc,Nouveau,Utilitaire,Manuelle,2.3, A vendre Nissan Vanette première main climatise importe Etat Propre d'origine série 214 185km direction assistée fermeture centralisée vitre électrique climatisation commercial 2 place deux portes latéraux vidange effectué amortisseur avant neuf pneu Neuf disponible a bengarden prix 13 négociable dans la limite responsable tél 98465083,13000.0
1119,https://www.tayara.tn//listings/voitures-9/3e78e671-00e0-411c-8208-a220b804b195/a-vendre-voiture-ford-ranger-,292000.0,2006.0,Ford,Ranger,Diesel,12.0,Gris,Avec kilométrage,4 x 4,Manuelle,2.8, Une puissante camionnette ford ranger (4*4) en bonne état - direction assistée - double pont en marche et en bon état - kilométrage : 292 M.Km - aucun problème a signalé - avec système d'alarme Pour plus de contact veuillez contacter le : 24219683,27000.0
1120,https://www.tayara.tn//listings/voitures-9/9fe59a9c-2d76-442d-869a-16be0aee8f3a/205-junior,249700.0,1998.0,Peugeot,205,Essence,11240.0,Bleu,Nouveau,Autres,Manuelle,3.0, Ndhifa barcha mahich mvawla gram sous mafamech. Moteur Junior. mta3 ksiba,13000.0
1121,https://www.tayara.tn//listings/voitures-9/d5ea1b8a-fde8-49e9-9de4-2c0b7ccb8ad8/a-vendre-audi-80-diesel,380000.0,1985.0,Audi,80,Diesel,6.0,Noir,Avec kilométrage,Berline,Manuelle,1.6, Audi 80 ndhifa Moteur ndhif Sala m4alfa jdida Vitre électrique  Mafihech tasli7 21303496,6800.0
1122,https://www.tayara.tn//listings/voitures-9/6da67f5c-3837-456e-bbe7-9fbe5ffa941f/voiture-fiat-linea,304000.0,2010.0,Fiat,Linea,Essence,6.0,Noir,Avec kilométrage,Autres,Manuelle,>4.0, première main pneux neufs coffre derrière spacieux,17200.0
1123,https://www.tayara.tn//listings/voitures-9/1e4ee60d-c12c-47c6-8dfa-acf64a0b7f88/citroën-berlingo-,227500.0,2007.0,Citroen,Berlingo,Diesel,7.0,Gris,Avec kilométrage,Autres,Manuelle,1.9, Citroën berlingo Moteur normale1.9 7 ch Moudel 2007 Direction assistée Fermeture sontral  Peinture d'origine  Climatisé (sans gaz) Num 99949721,16000.0
1124,https://www.tayara.tn//listings/voitures-9/cac03e0a-4bdd-4d6e-ae7b-2be2c59c1b28/peugeot-208-,90000.0,2013.0,Peugeot,208,Essence,4.0,Noir,Avec kilométrage,Compacte,Manuelle,1.1," 208 Peugeot,  serie 168, 5 portes, 90 000 kilomètres , 4 chevaux, ",26000.0
1125,https://www.tayara.tn//listings/voitures-9/665110af-7162-4e60-87ea-c33b7a416a8d/golf-7-tdi-,115000.0,2013.0,Volkswagen,Golf 7,Diesel,5.0,Blanc,Avec kilométrage,Utilitaire,Manuelle,1.6, golf 7 full option 4 vitre Electrique  boite 5  camera de recule écran tactile  toit ouvrant  feux exinant   jante aluminium d'origine Volkswagen ,54000.0
1126,https://www.tayara.tn//listings/voitures-9/2faacef0-14df-4598-aea5-03d5dfe9bbf0/ford-fiesta-,188000.0,2010.0,Ford,Fiesta,Essence,5.0,Autre,Avec kilométrage,Autres,Manuelle,>4.0, Karhba ndhifaa  N° 97 422 821,24000.0
1127,https://www.tayara.tn//listings/voitures-9/75f93f0a-c536-4afd-957e-21a3a741a121/modèle-:-golf-7-(vente-ou-échange),92000.0,2013.0,Volkswagen,Golf 7,Essence,5.0,Blanc,Avec kilométrage,Berline,Manuelle,1.2," Importée de la Suisse Année : 2013 Série : Tunis 201 Cylindré : 1.2 TSI Km : 92.000 Emplacement : Sousse Médina Carburant : Essence 5 cv PRIX : 50.000 dt Tél : 20 716 016 Poste tactile, 4 vitres électriques, double clé, volants multifonctions, direction assistée, téléphone intégré par Bluetooth, radio tactile, GPS, radar de recul, capteur de pluie, abs, climatronic, propre, toutes options, bien entretenu intérieur et extérieur, tout d’origine, chargeur CD, rétroviseurs rabattables, etc… Téléphone : 20 716 016",50000.0
1128,https://www.tayara.tn//listings/voitures-9/35a4c3e8-fecb-4775-9f89-d8da49a6604b/pour-sociètè-loi-72-لشركة-اجنبية-prix-nègociable,220000.0,2006.0,Mercedes-Benz,Classe E,Diesel,13.0,Bleu,Non dédouanné,Berline,Automatique,3.2, A vendre pour sociètè ètrangère Loi 72 Mercedes classe E 320 cdi matriculè en tres bonne ètat.prix nègociable.,16000.0
1129,https://www.tayara.tn//listings/voitures-9/3f0a6901-f303-4024-940f-25923cba5c58/a-vendre-mercedes-benz-(26603771),180000.0,2009.0,Mercedes-Benz,220,Diesel,8.0,Gris,Nouveau,Autres,Automatique,>4.0, Mercedes-Benz classe c en trés bonne état,50000.0
1130,https://www.tayara.tn//listings/voitures-9/11c9492d-1ec0-4f0c-bfde-59b9f3614f48/mercedes-classe-c-180-a-megrine,43000.0,2016.0,Mercedes-Benz,Classe C,Essence,7.0,Noir,Avec kilométrage,Berline,Manuelle,1.6, véhicule très propre.  boîte mécanique 6 rapports.. full options.. caméra de recul.. toit ouvrant.. 7CV essence.  43 m kms  occasion à saisir . possibilité d échange,109000.0
1131,https://www.tayara.tn//listings/voitures-9/6b14d577-0b65-48ff-9d64-7a9a9f2f7e80/voiture,100000.0,1986.0,Toyota,Tercel,Essence,8.0,Blanc,Avec kilométrage,Compacte,Manuelle,>4.0, 23191928 Echange possible,3500.0
1132,https://www.tayara.tn//listings/voitures-9/0e621435-fb19-477b-95cc-93e7e643b21c/toyota-avanza-ndifa-barcha-(24817063),238000.0,2007.0,Toyota,Avensis,Essence,27500.0,Doré,Avec kilométrage,Autres,Manuelle,1.4, tout opstion,27500.0
1133,https://www.tayara.tn//listings/voitures-9/c5e3a878-5b23-4164-be39-eb12d801d148/kia-picanto-très-propre-,59000.0,2016.0,Kia,Picanto,Essence,4.0,Gris,Avec kilométrage,Compacte,Manuelle,1.2," kia picanto model 2016 toutes options : climatiseur, port usb/aux, jantes aluminium, ordinateur de bord, rétroviseurs rabattable électriques, 4 vitres électriques...... état neuf et origine roue de secoure jamais utilisée nb: Ce n’est pas une voiture populaire prix légèrement négociable pour les sérieux tel: 24 600 964",31000.0
1134,https://www.tayara.tn//listings/voitures-9/4249b066-0cec-4853-a826-322d25390c7f/kia-rio,160000.0,2012.0,Kia,Rio,Essence,5.0,Noir,Nouveau,Compacte,Automatique,3.5, Kia rio 2012 Kilométrage 164 Tel : 92426254,27500.0
1135,https://www.tayara.tn//listings/voitures-9/5c465501-0b21-44d2-a1e7-8967327bbe60/peugeot-406-etat-parfait,264986.0,2000.0,Peugeot,406,Essence,7.0,Noir,Avec kilométrage,Berline,Manuelle,1.8," Peugeot 406, nouveau modèle  7 chevaux, essence, injection En très bonne état Prix peu négociable",15000.0
1136,https://www.tayara.tn//listings/voitures-9/b5fea7ce-16ca-4951-a52d-88e5c1d61f24/voiture-commerciale-1ère-main,140000.0,2014.0,Citroen,Grand C4 Picasso,Diesel,7.0,Blanc,Nouveau,Utilitaire,Manuelle,2.1," Citroen Nemo , année 2014 , 1ère main , Gaz-oil, 19000 DT , Visible sur RDV à hammam Chatt 50 57 09 76.",19000.0
1137,https://www.tayara.tn//listings/voitures-9/e754292a-785e-424e-a322-709e3e8ee57a/grand-punto-pop-très-propre-,79000.0,2017.0,Fiat,Grande Punto,Essence,4.0,Blanc,Avec kilométrage,Compacte,Manuelle,1.2," grande punto pop toutes options modèle 2017 climatiseur, assistée, ABS, airbags, vitres électriques, centrale à distance, poste cd origine, multifonctions au volant , feu de jour.... très bien entretenu prix légèrement négociable pour les sérieux tel: 22 690 333",25700.0
1138,https://www.tayara.tn//listings/voitures-9/7dc2eceb-b44d-4021-866a-532ab93996fd/clio-classique,168000.0,2008.0,Renault,Clio,Essence,5.0,Bleu,Avec kilométrage,Utilitaire,Manuelle,1.6, clio classique essence mise en circulation 6/6/2008,18000.0
